school_name,status,active_url,num_pdfs,,,
"AUSTIN KADE ACADEMY, LLC",200,1,,,,
"BOISE BIBLE COLLEGE, INC",200,1,,,,
BOISE STATE UNIVERSITY,200,1,,,,
BWWC CORP.,200,1,,,,
COLLEGE OF EASTERN IDAHO,"HTTPSConnectionPool(host='www.cei.edu', port=443): Max retries exceeded with url: /covid-19-information/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
COLLEGE OF IDAHO,200,1,,,,
COLLEGE OF SOUTHERN IDAHO,200,1,,,,
COLLEGE OF WESTERN IDAHO,200,1,,,,
"COSMETOLOGY SCHOOL OF ARTS & SCIENCES, LLC",200,1,,,,
D MARTIN ACADEMY LLC DBA BOISE BARBER COLLEGE A D.MARTIN ACA,Invalid URL 'https://': No host supplied,0,0,,,
EVANS HAIRSTYLING COLLEGE,406,0,0,,,
HEADMASTERS SCHOOL OF HAIR DESIGN,200,1,,,,
IDAHO STATE UNIVERSITY,200,1,,,,
JC INSTITUTE LLC,200,1,,,,
LEWIS-CLARK STATE COLLEG,404,0,0,,,
MR. LEON'S SCHOOL OF HAIR DESIGN,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",0,0,,,
NDR SHAW INC,200,1,,,,
NORTH IDAHO COLLEGE,200,1,,,,
"NORTHWEST NAZARENE UNIVERSITY, INC.",200,1,,,,
OLIVER FINLEY ACADEMY OF COSMETOLOGY,403,0,0,,,
"POCATELLO BEAUTY ACADEMY, INC. DBA ELEVATE SALON INSTITUTE","HTTPSConnectionPool(host='www.esichubbuck.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.esichubbuck.com' doesn't match either of 'shortener.secureserver.net', 'www.shortener.secureserver.net'"")))",0,0,,,
"RAZZLE DAZZLE COLLEGE OF HAIR DESIGN, INC.",200,1,,,,
REGENTS OF THE UNIVERSITY OF IDAHO,200,1,,,,
REXBURG COLLEGE OF MASSAGE THERAPY,406,0,0,,,
TRAVSTAR LLC,200,1,,,,
ADLER UNIVERSITY,200,1,,,,
ADTALEM GLOBAL EDUCATION INC. DBA CHAMBERLAIN UNIVERSITY,200,1,,,,
AMERICAN ACADEMY OF ART,200,1,,,,
"AMERICARE SERVICES, LLC",200,1,,,,
AUGUSTANA COLLEGE,200,1,,,,
AURORA UNIVERSITY,200,1,,,,
"BELL MAR BEAUTY COLLEGE, INC.",200,1,,,,
BENEDICTINE UNIVERSITY,200,1,,,,
BJ & COMPANY ON HAIR (UNIVERSITY OF SPA & COSMETOLOGY ARTS),200,1,,,,
BLACK HAWK COLLEGE DISTRICT 503,200,1,,,,
BLACKBURN UNIVERSITY DBA BLACKBURN COLLEGE,403,0,0,,,
BLESSING HOSPITAL,200,1,,,,
BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508,200,1,,,,
BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT $#508,200,1,,,,
BOARD OF TRUSTEES OF NORTHERN ILLINOIS UNIVERSITY,200,1,,,,
BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,200,1,,,,
BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,200,1,,,,
BOARD OF TRUSTEES OF WESTERN ILLINOIS UNIVERSITY,200,1,,,,
BRADLEY UNIVERSITY,200,1,,,,
CAPITAL AREA CAREER CENTER,200,1,,,,
"CAPRI SCHOOL OF BEAUTY CULTURE, INC.",200,1,,,,
CAREER CENTER OF SOUTHERN ILLINOIS,"HTTPSConnectionPool(host='www.gotoccsi.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1125)')))",0,0,,,
CARL SANDBURG COLLEGE,"HTTPSConnectionPool(host='www.sandburg.edu', port=443): Max retries exceeded with url: /Services/Financial-Aid/CARES-Allocation.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B35A833D0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
CATHOLIC BISHOP OF CHICAGO,403,0,0,,,
CATHOLIC THEOLOGICAL UNION,403,0,0,,,
CHICAGO STATE UNIVERSITY,200,1,,,,
CHICAGO THEOLOGICAL SEMINARY,200,1,,,,
COALITION OF AFRICAN AMERICAN NURSES,403,0,0,,,
COLLEGE OF LAKE COUNTY,200,1,,,,
COLUMBIA COLLEGE CHICAGO,200,1,,,,
COMMUNITY COLLEGE DISTRICT 502-COLLEGE OF DUPAGE,200,1,,,,
CONCORDIA UNIVERSITY CHICAGO,200,1,,,,
COSMETOLOGY AND SPA ACADEMY,200,1,,,,
COSMETOLOGY CONCEPTS LLC,200,1,,,,
CREATIVE TOUCH COSMETOLOGY SCHOOL LLC,200,1,,,,
DALLAS NURSING INSTITUTE,200,1,,,,
DANVILLE AREA COMMUNITY COLLEGE,403,0,0,,,
DE PAUL UNIVERSITY,200,1,,,,
"DEBUTANTES SCHOOL OF COSMETOLOGY AND NAIL TECHNOLOGY, LLC",200,1,,,,
"DEVRY UNIVERSITY, INC",200,1,,,,
"DFR, LLC DBA PIVOT POINT ACADEMY",200,1,,,,
DOMINICAN UNIVERSITY,200,1,,,,
DOUGLAS J AVEDA INSTITUTE - CHICAGO,200,1,,,,
EASTERN ILLINOIS UNIVERSITY,200,1,,,,
EAST-WEST UNIVERSITY,Invalid URL 'https://': No host supplied,0,0,,,
EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY,403,0,0,,,
ELGIN COMMUNITY COLLEGE,200,1,,,,
ELMHURST COLLEGE,200,1,,,,
ERIKSON INSTITUTE,403,0,0,,,
ESTELLE SKIN CARE AND SPA INSTITUTE,403,0,0,,,
ETI SCHOOL OF SKILLED TRADES,200,1,,,,
EUROMOLD CORP DBA HVAC TECHNICAL INSTITUTE,406,0,0,,,
"EUROPEAN MASSAGE THERAPY SCHOOL, INC.",200,1,,,,
"FIRST INSTITUTE OF TRAVEL, INC.",200,1,,,,
FOX COLLEGE,200,1,,,,
FUNDO INC. DBA CAMEO BEAUTY ACADEMY,200,1,,,,
GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,200,1,,,,
GEM CITY COLLEGE,"HTTPSConnectionPool(host='www.gemcitycollege.com', port=443): Max retries exceeded with url: /cares-act/ (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
GOVERNORS STATE UNIVERSITY,200,1,,,,
GRAHAM HOSPITAL ASSOCIATION SCHOOL OF NURSING,200,1,,,,
"GREENVILLE COLLEGE, DBA GREENVILLE UNIVERSITY",200,1,,,,
HAIR PROFESSIONALS ACADEMY,200,1,,,,
HAIR PROFESSIONALS CAREER COLLEGE,200,1,,,,
"HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY, INC",200,1,,,,
HAIRMASTERS INSTITUTE OF COSMETOLOGY INC,200,1,,,,
HEARTLAND COMMUNITY COLLEGE,200,1,,,,
HEBREW THEOLOGICAL COLLEGE,"HTTPSConnectionPool(host='www.htc.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
HIGHLAND COMMUNITY COLLEGE,200,1,,,,
ILLINOIS CENTRAL COLLEGE,200,1,,,,
ILLINOIS COLLEGE,200,1,,,,
ILLINOIS COLLEGE OF OPTOMETRY,200,1,,,,
ILLINOIS EASTERN COMMUNITY COLLEGES,200,1,,,,
ILLINOIS INSTITUTE OF TECHNOLOGY,200,1,,,,
ILLINOIS MEDIA SCHOOL,200,1,,,,
ILLINOIS STATE UNIVERSITY,200,1,,,,
ILLINOIS VALLEY COMMUNITY COLLEGE,200,1,,,,
ILLINOIS WESLEYAN UNIVERSITY,200,1,,,,
INNOVATIONS DESIGN ACADEMY,200,1,,,,
INSTITUTE FOR CLINICAL SOCIAL WORK,404,0,0,,,
JOHN A LOGAN COLLEGE,200,1,,,,
"JOHN MARSHALL LAW SCHOOL, THE",200,1,,,,
JOHN WOOD COMMUNITY COLLEGE,200,1,,,,
JOLIET JUNIOR COLLEGE,200,1,,,,
JUDSON UNIVERSITY-A BAPTIST UNIVERSITY,200,1,,,,
KANKAKEE COMMUNITY COLLEGE DISTRICT #520,200,1,,,,
KASKASKIA COLLEGE,200,1,,,,
KISHWAUKEE COLLEGE,200,1,,,,
KNOX COLLEGE,200,1,,,,
LAKE FOREST COLLEGE,200,1,,,,
LAKE LAND COLLEGE,200,1,,,,
LAKEVIEW COLLEGE OF NURSING,200,1,,,,
"LANCELOT, INC.",200,1,,,,
LEWIS AND CLARK COMMUNITY COLLEGE,200,1,,,,
LEWIS UNIVERSITY,200,1,,,,
LINCOLN CHRISTIAN UNIVERSITY,200,1,,,,
LINCOLN LAND COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.llcc.edu', port=443): Max retries exceeded with url: /public-relations-marketing/covid-19-college-update/cares-act/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
LOYOLA UNIVERSITY CHICAGO,200,1,,,,
LSE ENTERPRISES INC DBA LARRY'S BARBER COLLEGE,200,1,,,,
LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,200,1,,,,
"MACCORMAC COLLEGE, INC.",200,1,,,,
MACMURRAY COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
MCC HOLDINGS GROUP  LLC,200,1,,,,
MCHENRY COUNTY COLLEGE,200,1,,,,
MCKENDREE UNIVERSITY,200,1,,,,
MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE,200,1,,,,
METHODIST COLLEGE (THE METHODIST MEDICAL CENTER OF ILLINOIS),200,1,,,,
"MIDWEST TECHNICAL INSTITUTE, INC.",403,0,0,,,
MIDWESTERN UNIVERSITY,200,1,,,,
MILLIKIN UNIVERSITY,200,1,,,,
MORAINE VALLEY COMMUNITY COLLEGE,403,0,0,,,
MORRISON INSTITUTE OF TECHNOLOGY,200,1,,,,
MORTON COLLEGE,200,1,,,,
MS ROBERTS ACADEMY OF BEAUTY CULTURE INC,403,0,0,,,
NATIONAL LATINO EDUCATION INSTITUTE,200,1,,,,
NATIONAL LOUIS UNIVERSITY,"HTTPSConnectionPool(host='nl.edu', port=443): Max retries exceeded with url: /alert/cares-act-public-disclosure-notices/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
NATIONAL UNIVERSITY OF HEALTH SCIENCES(THE),200,1,,,,
"NETWORKS BARBER COLLEGE, INC.",200,1,,,,
NILES SCHOOL OF COSMETOLOGY,200,1,,,,
NORTH CENTRAL COLLEGE,200,1,,,,
NORTH PARK UNIVERSITY,200,1,,,,
NORTHEASTERN ILLINOIS UNIVERSITY,200,1,,,,
NORTHERN BAPTIST THEOLOGICAL SEMINARY,200,1,,,,
OAKTON COMMUNITY COLLEGE,200,1,,,,
OLIVET NAZARENE UNIVERSITY INC.,200,1,,,,
"PALOS EDUCATOR, INC DBA HAIR PROFESSIONALS CAREER COLLEGE",200,1,,,,
"PAN ETHNIC INTERNATIONAL, INC. DBA TAYLOR BUSINESS INSTITUTE",406,0,0,,,
PARKLAND COLLEGE,200,1,,,,
PHIPPS ACADEMY OF BARBERING,200,1,,,,
"PMIL NORMAL, LLC",200,1,,,,
PRAIRIE STATE COLLEGE,200,1,,,,
PROFESSIONAL'S CHOICE HAIR DESIGN ACADEMY,200,1,,,,
QUINCY UNIVERSITY CORPORATION,403,0,0,,,
REND LAKE COLLEGE DISTRICT 521,200,1,,,,
"RESOURCE PRODUCTIVITY MANAGEMENT, INC",403,0,0,,,
RESURRECTION UNIVERSITY,200,1,,,,
RICHLAND COMMUNITY COLLEGE,200,1,,,,
ROBERT MORRIS UNIVERSITY ILLINOIS,200,1,,,,
ROCK VALLEY COLLEGE,200,1,,,,
ROCKFORD UNIVERSITY,200,1,,,,
ROOSEVELT UNIVERSITY,200,1,,,,
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,200,1,,,,
"ROSEL SCHOOL OF COSMETOLOGY, P.C.",406,0,0,,,
RUSH UNIVERSITY MEDICAL CENTER,200,1,,,,
SAINT ANTHONY COLLEGE OF NURSING,200,1,,,,
SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,200,1,,,,
SAINT XAVIER UNIVERSITY,200,1,,,,
SAUK VALLEY COMMUNITY COLLEGE DISTRICT NO. 506,200,1,,,,
SCHOOL OF THE ART INSTITUTE,200,1,,,,
SHAWNEE COMMUNITY COLLEGE,200,1,,,,
"SHEAR LEARNING ACADEMY OF COSMETOLOGY, INC.",200,1,,,,
SOUTH SUBURBAN COLLEGE,200,1,,,,
SOUTHEASTER ILLINOIS COMMUNITY COLLEGE DISTRICT 533,200,1,,,,
SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,200,1,,,,
SOUTHWESTERN ILLINOIS COLLEGE COMMUNITY COLLEGE DISTRICT 522,200,1,,,,
SPOON RIVER COLLEGE,200,1,,,,
ST. AUGUSTINE COLLEGE,403,0,0,,,
ST. JOHN'S HOSPITAL OF THE HOSPITAL SISTERS OF THE THIRD ORD,200,1,,,,
"STATE CAREER SCHOOL,INC.","HTTPSConnectionPool(host='www.statecareercollege.edu', port=443): Max retries exceeded with url: /heerf-reports/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1125)')))",0,0,,,
STEVEN PAPAGEORGE HAIR ACADEMY,"HTTPSConnectionPool(host='stevenpapageorgehairacademy.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
"STUBBLEFIELD ENTERPRISES, INC.",Invalid URL 'https://': No host supplied,0,0,,,
"SUCCESS SHARED, LLC",200,1,,,,
TELSHE YESHIVA - CHICAGO,200,1,,,,
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,404,0,0,,,
THE MONMOUTH COLLEGE,200,1,,,,
THE MOODY BIBLE INSTITUTE OF CHICAGO,200,1,,,,
THE SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE,200,1,,,,
THE UNIVERSITY OF CHICAGO,200,1,,,,
"TREND SETTERS COLLEGE, INC.",200,1,,,,
TRENZ BEAUTY ACADEMY LLC,406,0,0,,,
TRICOCI UNIVERSITY,403,0,0,,,
TRICOCI UNIVERSITY OF BEAUTY CULTURE LLC,403,0,0,,,
"TRICOCI UNIVERSITY OF BEAUTY CULTURE, LLC",403,0,0,,,
TRINITY CHRISTIAN COLLEGE ASSOCIATION,200,1,,,,
TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,200,1,,,,
TRINITY INTERNATIONAL UNIVERSITY,Invalid URL 'https://': No host supplied,0,0,,,
TRITON COLLEGE,200,1,,,,
TRUSTEES OF EUREKA COLLEGE,200,1,,,,
TSG COSMETOLOGY INC OEHRLEIN SCHOOL OF COSMETOLOGY,200,1,,,,
UNITED INVESTMENTS OF IL INC,200,1,,,,
"UNIVERSAL SPA TRAINING ACADEMY, INC.",200,1,,,,
UNIVERSITY OF ST. FRANICS,200,1,,,,
VANDERCOOK COLLEGE OF MUSIC,200,1,,,,
VARA SCHOOL PROFESSIONALS INC,403,0,0,,,
"VERVE GLOBAL, INC.",200,1,,,,
WAUBONSEE COMMUNITY COLLEGE,200,1,,,,
WHEATON COLLEGE,200,1,,,,
WILLIAM RAINEY HARPER COLLEGE,200,1,,,,
"WORSHAM COLLEGE, INC.",200,1,,,,
ACADEMY ALLIANCE LLC DBA - SUMMIT SALON ACADEMY KOKOMO,200,1,,,,
ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,200,1,,,,
AMERICAN TRANS AIR TRAINING CORP.,200,1,,,,
ANABAPTIST MENNONITE BIBLICAL SEMINARY,200,1,,,,
ANCILLA DOMINI COLLEGE,200,1,,,,
"ANDERSON UNIVERSITY, INC.",403,0,0,,,
BALL STATE UNIVERSITY,403,0,0,,,
BEAUTY EDUCATION INC,403,0,0,,,
"BEAUTY INDUSTRY GROUP, LLC",403,0,0,,,
"BETHEL UNIVERSITY, INC",200,1,,,,
BUTLER UNIVERSITY,200,1,,,,
CALUMET COLLEGE OF ST. JOSEPH,404,0,0,,,
"CARIS COLLEGE, LLC",406,0,0,,,
CHRISTIAN THEOLOGICAL SEMINARY,200,1,,,,
"CHRISTINA AND COMPANY EDUCATION CENTER, LLC",200,1,,,,
CONCORDIA THEOLOGICAL SEMINARY,200,1,,,,
"DENMARK EDUCATION, LLC / DBA DENMARK COLLEGE",200,1,,,,
DEPAUW UNIVERSITY,200,1,,,,
DON ROBERTS SCHOOL OF HAIR DESIGN,200,1,,,,
EARLHAM COLLEGE,403,0,0,,,
"ESSENTIAL EDUCATIONAL CONCEPTS, LLC",200,1,,,,
FRANKLIN COLLEGE OF INDIANA,200,1,,,,
"GOSHEN COLLEGE, INC",200,1,,,,
GRACE SCHOOLS DBA GRACE COLLEGE & THEOLOGICAL SEMINARY,403,0,0,,,
HANOVER COLLEGE,200,1,,,,
HOLY CROSS COLLEGE,403,0,0,,,
"HUNTINGTON UNIVERSITY, INC",200,1,,,,
IDEAL BEAUTY ACADEMY,406,0,0,,,
INDIANA COLLEGE OF SPORTS & MEDICAL MASSAGE,200,1,,,,
"INDIANA INSTITUTE OF TECHNOLOGY, INC.",200,1,,,,
"INDIANA STATE BEAUTY COLLEGE, INC.",403,0,0,,,
INDIANA STATE UNIVERSITY,200,1,,,,
INDIANA WESLEYAN UNIVERSITY,200,1,,,,
INTERNATIONAL BUSINESS COLLEGE,200,1,,,,
IVY TECH COMMUNITY COLLEGE OF INDIANA,200,1,,,,
KENNY'S ACADEMY OF BARBERING INC.,403,0,0,,,
LIL LOUS BEAUTY AND BARBER COLLEGE LLC,"HTTPSConnectionPool(host='lillousbeautyandbarbercollege.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1125)')))",0,0,,,
"LINCOLN TECHNICAL INSTITUTE, INC",200,1,,,,
LUTHERAN UNIVERSITY ASSOCIATION DBA VALPARAISO UNIVERSITY,200,1,,,,
"MALY FAMILY ENTERPRISES, INC.",200,1,,,,
MANCHESTER UNIVERSITY INC.,200,1,,,,
MARIAN UNIVERSITY,200,1,,,,
MARTIN UNIVERSITY INC.,200,1,,,,
MID-AMERICA COLLEGE OF FUNERAL SERVICE,404,0,0,,,
MYCOMPUTERCAREER AT INDIANAPOLIS LLC,403,0,0,,,
OAKLAND CITY UNIVERSITY,403,0,0,,,
"PMIN INDIANAPOLIS, LLC",200,1,,,,
PURDUE UNIVERSITY,404,0,0,,,
REMSPA INC. DBA SUMMIT SALON ACADEMY,200,1,,,,
ROGER'S ACADEMY OF HAIR DESIGN,200,1,,,,
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,200,1,,,,
RUDAE'S BEAUTY COLLEGE,200,1,,,,
SAINT MARY-OF-THE-WOODS COLLEGE,200,1,,,,
SAINT MEINRAD ARCHABBEY,Invalid URL 'https://': No host supplied,0,0,,,
ST ELIZABETH SCHOOL OF NURSING,200,1,,,,
"TAYLOR UNIVERSITY, INC.",200,1,,,,
"TEXTURES INSTITUTE OF COSMETOLOGY, LLC",200,1,,,,
"THE CORPORATION OF SAINT MARY'S COLLEGE, NOTRE DAME",200,1,,,,
TRINE UNIVERSITY,200,1,,,,
TRUSTEES OF INDIANA UNIVERSITY ON BEHALF OF IU NORTHWEST,200,1,,,,
"UNION BIBLE COLLEGE, INC.",200,1,,,,
UNIVERSITY OF EVANSVILLE,200,1,,,,
UNIVERSITY OF INDIANAPOLIS,200,1,,,,
UNIVERSITY OF SAINT FRANCIS,200,1,,,,
UNIVERSITY OF SOUTHERN INDIANA,200,1,,,,
VINCENNES UNIVERSITY,200,1,,,,
WABASH COLLEGE,200,1,,,,
ALLEN COUNTY COMMUNITY COLLEGE,200,1,,,,
BARCLAY COLLEGE,200,1,,,,
BARTON COUNTY COMMUNITY COLLEGE,200,1,,,,
BENEDICTINE COLLEGE,200,1,,,,
BETHANY COLLEGE,403,0,0,,,
BETHEL COLLEGE,200,1,,,,
BUTLER COMMUNITY COLLEGE,200,1,,,,
CENTRAL CHRISTIAN COLLEGE OF KANSAS,403,0,0,,,
CLEVELAND UNIVERSITY-KANSAS CITY,200,1,,,,
CLOUD COUNTY COMMUNITY COLLEGE,200,1,,,,
COFFEYVILLE COMMUNITY COLLEGE,200,1,,,,
COLBY COMMUNITY COLLEGE,200,1,,,,
COWLEY COUNTY COMMUNITY COLLEGE,200,1,,,,
CRAVE BEAUTY ACADEMY,200,1,,,,
DODGE CITY COMMUNITY COLLEGE,200,1,,,,
DONNELLY COLLEGE,200,1,,,,
EMPORIA STATE UNIVERSITY,200,1,,,,
ERIC FISHER ACADEMY,200,1,,,,
FLINT HILLS TECHNICAL COLLEGE,200,1,,,,
FORT HAYS STATE UNIVERSITY,200,1,,,,
FORT SCOTT COMMUNITY COLLEGE,200,1,,,,
FRIENDS UNIVERSITY,Invalid URL 'https://': No host supplied,0,0,,,
GARDEN CITY COMMUNITY COLLEGE,200,1,,,,
GOVAN ENTERPRISES INC,200,1,,,,
HASKELL INDIAN NATIONS,406,0,0,,,
HAYS ACADEMY OF HAIR DESIGN,200,1,,,,
HESSTON COLLEGE,200,1,,,,
HUTCHINSON COMMUNITY COLLEGE,200,1,,,,
INDEPENDENCE COMMUNITY COLLEGE,200,1,,,,
JOHNSON COUNTY COMMUNITY COLLEGE,200,1,,,,
KANSAS CHRISTIAN COLLEGE,404,0,0,,,
KANSAS CITY KANSAS COMMUNITY COLLEGE,"HTTPSConnectionPool(host='www.kckcc.edu', port=443): Max retries exceeded with url: /communications/covid19/kckcc-covid-19-student-relief-fund.html (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
"KANSAS SCHOOL OF BARBERING, INC.",200,1,,,,
KANSAS STATE UNIVERSITY,200,1,,,,
KANSAS WESLEYAN UNIVERSITY,200,1,,,,
LABETTE COMMUNITY COLLEGE,200,1,,,,
"M & H SCHOOLS, INC",200,1,,,,
MANHATTAN AREA TECHNICAL COLLEGE,200,1,,,,
MANHATTAN CHRISTIAN COLLEGE,200,1,,,,
MCPHERSON COLLEGE,"HTTPSConnectionPool(host='mcpherson.edu', port=443): Max retries exceeded with url: /covid/ (Caused by SSLError(SSLCertVerificationError(""hostname 'mcpherson.edu' doesn't match either of '*.wpengine.com', 'wpengine.com'"")))",0,0,,,
MIDAMERICA NAZARENE UNIVERSITY,200,1,,,,
"MIDWEST ADVANCED EDUCATION, LLC",200,1,,,,
NEOSHO COUNTY COMMUNITY COLLEGE,200,1,,,,
"NEWMAN UNIVERSITY, INC.",200,1,,,,
NORTH CENTRAL KANSAS TECHNICAL COLLEGE,200,1,,,,
NORTHWEST KANSAS TECHNICAL COLLEGE,200,1,,,,
OTTAWA UNIVERSITY,200,1,,,,
PITTSBURG STATE UNIVERSITY,200,1,,,,
"PMKS WICHITA, LLC",200,1,,,,
PRATT COMMUNITY COLLEGE,"HTTPSConnectionPool(host='prattcc.edu', port=443): Max retries exceeded with url: /financial-information/higher-education-emergency-funds-covid19 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B382DCDF0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
SAINT PAUL SCHOOL OF THEOLOGY,200,1,,,,
SALINA AREA TECHNICAL COLLEGE,200,1,,,,
SEWARD COUNTY COMMUNITY COLLEGE,200,1,,,,
STERLING COLLEGE,"HTTPSConnectionPool(host='sterlingcolleg.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B382F3790>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))",0,0,,,
"TABOR COLLEGE, INC",403,0,0,,,
THE SOUTHWESTERN COLLEGE,200,1,,,,
THE TRUSTEES OF THE BAKER UNIVERSITY,403,0,0,,,
UNIVERSITY OF KANSAS,200,1,,,,
UNIVERSITY OF SAINT MARY,200,1,,,,
WASHBURN UNIVERSITY OF TOPEKA,200,1,,,,
WICHITA STATE UNIVERSITY,200,1,,,,
WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCES AND TECH,403,0,0,,,
Y'S HAIR INTERNATIONAL LLC,403,0,0,,,
"A TECHNOLOGICAL ADVANTAGE, INC",200,1,,,,
"AMERICAN COLLEGE OF BARBERING, INC.",403,0,0,,,
"AMERICAN NATIONAL UNIVERSITY OF KENTUCKY, INC.",200,1,,,,
APPALACHIAN BEAUTY SCHOOL,200,1,,,,
ASBURY COLLEGE DBA ASBURY UNIVERSITY,200,1,,,,
ASHLAND COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
BARRETT & CO SCHOOL OF HAIR DESIGN,200,1,,,,
BECKFIELD COLLEGE,403,0,0,,,
BELLARMINE UNIVERSITY,200,1,,,,
BEREA COLLEGE,403,0,0,,,
BIG SANDY COMMUNITY AND TECHNICAL COLLEGE/KCTCS,200,1,,,,
BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
"BRESCIA UNIVERSITY, INC.",403,0,0,,,
"BRIGHTON CENTER, INC.","HTTPSConnectionPool(host='www.bccet.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
CAMPBELLSVILLE UNIVERSITY INC,403,0,0,,,
"CANEY CREEK COMMUNITY CENTER, INC. DBA ALICE LLOYD COLLEGE",403,0,0,,,
CENTRE COLLEGE,403,0,0,,,
"DENTAL ASSISTING ACADEMY OF LOUSVILLE, LLC",200,1,,,,
EASTERN KENTUCKY UNIVERSITY,200,1,,,,
ELIZABETHTOWN COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
EMPLOYMENT SOLUTIONS INC,200,1,,,,
"GALEN HEALTH INSTITUTES, INC DBA GALEN COLLEGE OF NURSING",403,0,0,,,
GATEWAY COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
GEORGETOWN COLLEGE,"HTTPSConnectionPool(host='www.georgetowncollege.edu', port=443): Max retries exceeded with url: /cares-act-reporting (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
HAZARD COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
HENDERSON COMMUNITY COLLEGE,200,1,,,,
HOPKINSVILLE COMMUNITY COLLEGE,200,1,,,,
JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,200,1,,,,
"JENNY LEA ACADEMY OF COSMETOLOGY, INC",403,0,0,,,
"KENTUCKY CHRISTIAN UNIVERSITY, INC.",200,1,,,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM DBA SCC,200,1,,,,
"KENTUCKY HORSESHOEING SCHOOL, INC.",200,1,,,,
