school_name,status,active_url,num_pdfs,,,
MOORE COLLEGE OF ART AND DESIGN,200,1,,,,
MORAVIAN COLLEGE,200,1,,,,
MOUNT ALOYSIUS COLLEGE,200,1,,,,
MUHLENBERG COLLEGE,200,1,,,,
NANCY DEVENUTO,200,1,,,,
NEUMANN UNIVERSITY,200,1,,,,
"NORTH PENN BUSINESS & TECHNICAL INSTITUTE, INC",403,0,0,,,
NORTHAMPTON AREA COMMUNITY COLLEGE,200,1,,,,
NORTHERN TIER CAREER CENTER,200,1,,,,
ORLEANS TECHNICAL COLLEGE,403,0,0,,,
PEIRCE COLLEGE,"HTTPSConnectionPool(host='www.peirce.edu', port=443): Max retries exceeded with url: /pdfs/Peirce_College_heerf-quarterly-reporting-v131.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
"PENN COMMERCIAL, INC.",200,1,,,,
"PENNCO INSTITUES, INC",403,0,0,,,
PENNSYLVANIA ACADEMY OF THE FINE ARTS,200,1,,,,
PENNSYLVANIA COLLEGE OF ART & DESIGN,403,0,0,,,
PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,200,1,,,,
PENNSYLVANIA COLLEGE OF TECHNOLOGY,200,1,,,,
PENNSYLVANIA GUNSMITH SCHOOL,200,1,,,,
PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,200,1,,,,
PENNSYLVANIA INSTITUTE OF TECHNOLOGY,200,1,,,,
PENNSYLVANIA STATE UNIVERSITY,200,1,,,,
PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,200,1,,,,
PHILADELPHIA THEOLOGICAL SEMINARY OF ST CHARLES BORROMEO,200,1,,,,
PITTSBURGH INSTITUTE OF AERONAUTICS,403,0,0,,,
"PITTSBURGH INSTITUTE OF MORTUARY SCIENCE, INC.",200,1,,,,
PITTSBURGH TECHNICAL COLLEGE,403,0,0,,,
PITTSBURGH THEOLOGICAL OF THE PRESBYTERIAN CHURCH (USA),200,1,,,,
POINT PARK UNIVERSITY,200,1,,,,
PRECISION MANUFACTURING INSTITUTE,200,1,,,,
"PRIME HEALTHCARE SERVICES, ROXBOROUGH LLC",200,1,,,,
"PRINCETON RESOURCE ASSOCIATES, INC. DBA PITC INSTITUTE",200,1,,,,
PRUONTOS HAIR DESIGN INSTITUTE INC,200,1,,,,
READING AREA COMMUNITY COLLEGE,200,1,,,,
READING HOSPITAL,200,1,,,,
RECONSTRUCTIONIST RABBINICAL COLLEGE,200,1,,,,
ROBERT MORRIS UNIVERSITY,200,1,,,,
ROSEDALE TECHNICAL COLLEGE,200,1,,,,
ROSEMONT COLLEGE OF THE HOLY CHILD JESUS,404,0,0,,,
SAINT FRANCIS UNIVERSITY,200,1,,,,
SAINT JOSEPH'S UNIVERSITY,200,1,,,,
SAINT VINCENT COLLEGE AND SEMINARY,404,0,0,,,
SALUS UNIVERSITY,200,1,,,,
SCHUYLKILL COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,200,1,,,,
SETON HILL UNIVERSITY,200,1,,,,
SHBA INC,Invalid URL 'https://': No host supplied,0,0,,,
SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,200,1,,,,
SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,200,1,,,,
SOMERSET COUNTY TECHNOLOGY CENTER,404,0,0,,,
SOUTH HILLS SECRETARIAL SCHOOL INC,"HTTPSConnectionPool(host='www.southhills.edu', port=443): Max retries exceeded with url: /disclosures (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
ST. LUKE'S HOSPITAL,200,1,,,,
STUDIO INCAMMINATI,406,0,0,,,
SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,200,1,,,,
SUSQUEHANNA UNIVERSITY,200,1,,,,
SWARTHMORE COLLEGE,200,1,,,,
TALMUDICAL YESHIVA OF PHILADELPHIA,406,0,0,,,
TEMPLE UNIVERSITY - OF THE COMMONWEALTH SYSTEM OF HIGHER EDU,200,1,,,,
THADDEUS STEVENS COLLEGE OF TECHNOLOGY,404,0,0,,,
"THE ACADEMY OF THE NEW CHURCH, BRYN ATHYN COLLEGE",404,0,0,,,
THE WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,200,1,,,,
THEOLOGICAL SEMINARY OF THE REFORMED EPISCOPAL CHURCH,"HTTPSConnectionPool(host='www.reseminary.edu', port=443): Max retries exceeded with url: /modules/tinycontent/index.php?id=103 (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
THIEL COLLEGE,200,1,,,,
THOMAS JEFFERSON UNIVERSITY,404,0,0,,,
"TRIANGLE TECH INC, - DUBOIS",200,1,,,,
"TRIANGLE TECH, INC",200,1,,,,
"TRIANGLE TECH, INC.",200,1,,,,
TRINITY EPISCOPAL SCHOOL FOR MINISTRY,406,0,0,,,
UNITED LUTHERAN SEMINARY,200,1,,,,
UNIVERSITY OF PITTSBURGH,200,1,,,,
UNIVERSITY OF SCRANTON,200,1,,,,
UNIVERSITY OF THE ARTS (THE),200,1,,,,
UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,200,1,,,,
UNIVERSITY OF VALLEY FORGE OF THE ASSEMBLIES OF GOD,200,1,,,,
UPMC JAMESON,200,1,,,,
UPMC MERCY,200,1,,,,
UPMC SHADYSIDE,200,1,,,,
UPMC ST. MARGARET,200,1,,,,
URSINUS COLLEGE,200,1,,,,
VALLEY FORGE MILITARY ACADEMY FOUNDATION,200,1,,,,
VENANGO COUNTY AREA VOCATIONAL-TECHNICAL SCHOOL,200,1,,,,
VENUS SCHOOLS INC,200,1,,,,
VET TECH INSTITUTE,200,1,,,,
VILLANOVA UNIVERSITY,200,1,,,,
WALNUT HILL COLLEGE,403,0,0,,,
WASHINGTON AND JEFFERSON COLLEGE,200,1,,,,
WASHINGTON HOSPITAL,200,1,,,,
WAYNESBURG UNIVERSITY,200,1,,,,
WELDER TRAINING AND TESTING INSTITUTE,200,1,,,,
WEST CHESTER SCHOOL OF BARBERING,200,1,,,,
WEST CHESTER UNIVERSITY OF PENNSYLVANIA,200,1,,,,
"WEST PENN ALLEGHENY HEALTH SYSTEM,INC. D/B/A CITIZENS SCHOOL",404,0,0,,,
WESTERN AREA CAREER & TECHNOLOGY CENTER,200,1,,,,
"WESTERN SCHOOL OF HEALTH & BUSINESS CAREERS, INC.",200,1,,,,
WESTMINSTER THEOLOGICAL SEMINARY,404,0,0,,,
WESTMORELAND COUNTY COMMUNITY COLLEGE,200,1,,,,
WIDENER UNIVERSITY,404,0,0,,,
WILKES UNIVERSITY,404,0,0,,,
WILKES-BARRE AREA CAREER & TECHNICAL CENTER,200,1,,,,
WILLIAMSON COLLEGE OF THE TRADES,403,0,0,,,
WILSON COLLEGE,200,1,,,,
WON INSTITUTE OF GRADUATE STUDIES,403,0,0,,,
YESHIVATH BETH MOSHE,200,1,,,,
YORK COLLEGE OF PENNSYLVANIA,200,1,,,,
YORK COUNTY SCHOOL OF TECHNOLOGY,"HTTPSConnectionPool(host='ytech.edu', port=443): Max retries exceeded with url: /adult-ed/c_a_r_e_s_act_h_e_e_r_f_student_relief_grant%20 (Caused by SSLError(SSLCertVerificationError(""hostname 'ytech.edu' doesn't match either of '*.sharpschool.com', 'sharpschool.com'"")))",0,0,,,
YTI CAREER INSTITUTE,200,1,,,,
YTI CAREER INSTITUTE - ALTOONA,200,1,,,,
ACADEMIA SERRANT,"HTTPSConnectionPool(host='www.serrant.edu', port=443): Max retries exceeded with url: /documentoseinformacionimportante.htm (Caused by SSLError(SSLCertVerificationError(""hostname 'www.serrant.edu' doesn't match either of '*.secure.hostingprod.com', 'secure.hostingprod.com'"")))",0,0,,,
ADVANTAGE TECHNICAL COLLEGE,406,0,0,,,
"AMERICAN BEAUTY CAREERS, INC",200,1,,,,
AMERICAN EDUCATIONAL COLLEGE,406,0,0,,,
"AMERICAN TECHNICAL INSTITUTE, INC.",200,1,,,,
AMERICAN UNIVERSITY OF PUERTO RICO,200,1,,,,
ANTILLES SCHOOL OF TECHNICAL CAREERS,200,1,,,,
ATENAS COLLEGE,200,1,,,,
ATLANTIC UNIVERSITY COLLEGE,200,1,,,,
AUTOMECA TECHNICAL COLLEGE INC,200,1,,,,
BAL EDUCATION GROUP INC D/B/A MYRANGEL BEAUTY INSTITUTE,200,1,,,,
BAYAMON COMMUNITY COLLEGE,"HTTPSConnectionPool(host='superateenbcc.com', port=443): Max retries exceeded with url: /cares-act-report/ (Caused by SSLError(SSLCertVerificationError(""hostname 'superateenbcc.com' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
"CARIBBEAN AVIATION TRAINING INSTITUTE, INC.",200,1,,,,
CARIBBEAN FORENSIC & TECHNICAL COLLEGE,200,1,,,,
CARIBBEAN UNIVERSITY,406,0,0,,,
CARLOS ALBIZU UNIVERSITY,403,0,0,,,
CENTRO DE EDUCACION MULTIDISCIPLINARIA INC.,200,1,,,,
CENTRO DE ESTUDIOS AVANZADOS DE PUERTO RICO Y EL CARIBE,200,1,,,,
"CENTROS SOR ISOLINA FERRE, INC.","HTTPSConnectionPool(host='www.trinitypr.edu', port=443): Max retries exceeded with url: /covid-19/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
CENTURY COLLEGE INC,200,1,,,,
CHARLIE'S GUARD DETECTIVE BUREAU & ACADEMY INC,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,0,,,
"COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEVISION",200,1,,,,
"COLEGIO EDUCATIVO TECNOLOGICO INDUSTRIAL (CETI COLLEGE), INC",200,1,,,,
COLEGIO MAYOR DE TECNOLOGIA,200,1,,,,
"COLEGIO TECNICO DE ELECTRICIDAD GALLOZA, INC","HTTPSConnectionPool(host='www.ctegpr.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
COLEGIO UNIVERSITARIO DE SAN JUAN,"HTTPSConnectionPool(host='cunisanjuan.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B4EA05250>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))",0,0,,,
COLUMBIA COLLEGE CORP.,403,0,0,,,
CONSERVATORIO DE MÚSICA DE PUERTO RICO,200,1,,,,
DEPARTMENT OF EDUCATION OF PUERTO RICO,200,1,,,,
DEWEY UNVIERSITY INC,200,1,,,,
"D'MART INSTITUTE, INC.","HTTPSConnectionPool(host='www.dmartpr.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.dmartpr.com' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
EDIC COLLEGE,403,0,0,,,
"EDP UNIVERSITY OF PUERTO RICO, INC,",200,1,,,,
"EDUCATIONAL ASSOCIATES, INC DBA HUMACAO COMMUNITY COLLEGE",200,1,,,,
EDUCATIONAL TECHNICAL COLLEGE,200,1,,,,
ESCUELA DE ARTES PLÁSTICAS Y DISEÑO DE PUERTO RICO,406,0,0,,,
ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA,200,1,,,,
"ESCUELA HOTELERA DE SAN JUAN, INC.",200,1,,,,
"ESCUELA TÉCNICA DE ELECTRICIDAD, INC.",404,0,0,,,
HUERTAS COLLEGE,200,1,,,,
ICPR JUNIOR COLLEGE,200,1,,,,
INDUSTRIAL TECHNICAL COLLEGE,200,1,,,,
INSTITUCION CHAVIANO DE MAYAGUEZ,200,1,,,,
INSTITUTO EDUCATIVO PREMIER,"HTTPSConnectionPool(host='www.premierponce.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO - FAJARDO CAMPUS,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO- AGUADILLA,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO ARECIBO CAMPUS,"HTTPSConnectionPool(host='www.arecibo.inter.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.arecibo.inter.edu' doesn't match either of '*.azurewebsites.net', '*.scm.azurewebsites.net', '*.azure-mobile.net', '*.scm.azure-mobile.net', '*.sso.azurewebsites.net'"")))",0,0,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO BARRANQUITAS CAMPUS,"HTTPSConnectionPool(host='www.br.inter.edu', port=443): Max retries exceeded with url: /informes-cares-act-2020/ (Caused by SSLError(SSLCertVerificationError(""hostname 'www.br.inter.edu' doesn't match either of '*.azurewebsites.net', '*.scm.azurewebsites.net', '*.azure-mobile.net', '*.scm.azure-mobile.net', '*.sso.azurewebsites.net'"")))",0,0,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO BAYAMÓN CAMPUS,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO GUAYAMA CAMPUS,"HTTPSConnectionPool(host='www.guayama.inter.edu', port=443): Max retries exceeded with url: /cares-act-report/ (Caused by SSLError(SSLCertVerificationError(""hostname 'www.guayama.inter.edu' doesn't match either of '*.azurewebsites.net', '*.scm.azurewebsites.net', '*.azure-mobile.net', '*.scm.azure-mobile.net', '*.sso.azurewebsites.net'"")))",0,0,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO METROPOLITAN CAMPUS,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO OPTOMETRY SCHOOL,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO PONCE CAMPUS,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO SAN GERMÁN CAMPUS,200,1,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,"HTTPSConnectionPool(host='www.derecho.inter.edu', port=443): Max retries exceeded with url: /covid-19/ (Caused by SSLError(SSLCertVerificationError(""hostname 'www.derecho.inter.edu' doesn't match either of '*.azurewebsites.net', '*.scm.azurewebsites.net', '*.azure-mobile.net', '*.scm.azure-mobile.net', '*.sso.azurewebsites.net'"")))",0,0,,,
"INTERNATIONAL TECHNICAL COLLEGE,INC.",200,1,,,,
"IVAEM COLLEGE, INC.",200,1,,,,
LESTON COLLEGE INC,"HTTPSConnectionPool(host='lestoncollege.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'lestoncollege.com' doesn't match either of '*.weebly.com', 'weebly.com'"")))",0,0,,,
LIBERTY TECHNICAL COLLEGE,"HTTPSConnectionPool(host='libertyjr.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B4EAB4310>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))",0,0,,,
LICEO DE ARTE Y DISENO INC.,"HTTPSConnectionPool(host='liceocaguas.com', port=443): Max retries exceeded with url: /home2/coronavirus-covid-19/ (Caused by SSLError(SSLCertVerificationError(""hostname 'liceocaguas.com' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
LICEO DE ARTE Y TECNOLOGIA,200,1,,,,
"MAR CARIBE TRAINING CENTER-M.C.T., INC.",200,1,,,,
MECH TECH COLLEGE LLC,406,0,0,,,
"MODERN HAIRSTYLING INSTITUTE, INC.","HTTPSConnectionPool(host='www.modern.edu', port=443): Max retries exceeded with url: /informacion-de-consumidor/heerf-2021-report-arecibo (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B4EACB3D0>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond'))",0,0,,,
"MONTECLARO, INC.",200,1,,,,
NATIONAL COLLEGE OF BUSINESS & TECHNOLOGY COMPANY INC.,200,1,,,,
NEO-ESTHETIQUE EUROPEAN INSTITUTE,200,1,,,,
"NOVA COLLEGE DE PUERTO RICO, INC.",200,1,,,,
PASSPORT TO KNOWLEDGE CORPORATION,"HTTPSConnectionPool(host='www.emmasbeautyacademy.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1125)')))",0,0,,,
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,200,1,,,,
PPG TECHNICAL COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
PROFESSIONAL TECHNICAL INSTITUTION INC,"HTTPSConnectionPool(host='ptipr.edu', port=443): Max retries exceeded with url: /tp-event-category/eventos/ (Caused by SSLError(SSLCertVerificationError(""hostname 'ptipr.edu' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
QUALITY TECHNICAL & BEAUTY COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
"ROSSLYN TRAINING ACADEMY OF COSMETOLOGY, INC.",Invalid URL 'https://': No host supplied,0,0,,,
RTP HISPANIC AMERICAN COLLEGE INC,200,1,,,,
SAN JUAN BAUTISTA SCHOOL OF MEDICINE,Invalid URL 'https://': No host supplied,0,0,,,
SAPIENTIS EDUCATIONAL GROUP,"HTTPSConnectionPool(host='www.cti.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.cti.edu' doesn't match either of '*.prod.iad2.secureserver.net', 'prod.iad2.secureserver.net'"")))",0,0,,,
SEMINARIO EVANGELICO DE PR,200,1,,,,
THE PUERTO RICO SCHOOL OF NURSE ANESTHETISTS,200,1,,,,
TIBER HEALTH PUBLIC BENEFIT CORPORATION,200,1,,,,
UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO INC,"HTTPSConnectionPool(host='www.unitecpr.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,"HTTPSConnectionPool(host='www.antillean.info', port=443): Max retries exceeded with url: /informe-fondos-cares-act/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
"UNIVERSIDAD ANA G MÉNDEZ, CUPEY CAMPUS",404,0,0,,,
UNIVERSIDAD ANA G. MENDEZ CAROLINA CAMPUS,404,0,0,,,
"UNIVERSIDAD ANA G. MÉNDEZ, GURABO CAMPUS (SUAGM, INC)",404,0,0,,,
UNIVERSIDAD CENTRAL DE BAYAMÓN,200,1,,,,
UNIVERSIDAD CENTRAL DEL CARIBE,"HTTPSConnectionPool(host='www.uccaribe.edu', port=443): Max retries exceeded with url: /?page_id=5805 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B4EB19340>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",0,0,,,
UNIVERSIDAD DEL SAGRADO CORAZÓN,200,1,,,,
UNIVERSIDAD PENTECOSTAL MIZPA,"HTTPSConnectionPool(host='mizpa.edu', port=443): Max retries exceeded with url: /portal/archives/4402 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
UNIVERSIDAD POLITECNICA DE PUERTO RICO,"HTTPSConnectionPool(host='www.pupr.edu', port=443): Max retries exceeded with url: /covid-19-cares-act/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
UNIVERSIDAD TEOLOGICA DEL CARIBE INC.,404,0,0,,,
UNIVERSITY OF PUERTO RICO - UTUADO,200,1,,,,
UNIVERSITY OF PUERTO RICO AT AGUADILLA,200,1,,,,
UNIVERSITY OF PUERTO RICO AT ARECIBO,"HTTPSConnectionPool(host='upra.edu', port=443): Max retries exceeded with url: /cares-act/ (Caused by SSLError(SSLError(1, '[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1125)')))",0,0,,,
UNIVERSITY OF PUERTO RICO AT BAYAMON,200,1,,,,
UNIVERSITY OF PUERTO RICO AT CAROLINA,200,1,,,,
UNIVERSITY OF PUERTO RICO AT CAYEY,200,1,,,,
UNIVERSITY OF PUERTO RICO AT HUMACAO,200,1,,,,
UNIVERSITY OF PUERTO RICO IN PONCE,200,1,,,,
UNIVERSITY OF PUERTO RICO MAYAGUEZ,200,1,,,,
UNIVERSITY OF PUERTO RICO MEDICAL SCIENCES CAMPUS,200,1,,,,
UNIVERSITY OF PUERTO RICO-RIO PIEDRAS CAMPUS,200,1,,,,
PALAU COMMUNITY COLLEGE,200,1,,,,
BROWN UNIVERSITY IN THE STATE OF RHODE ISLAND AND PROVIDENCE,200,1,,,,
BRYANT UNIVERSITY,200,1,,,,
COLLEGE UNBOUND,200,1,,,,
COMMUNITY COLLEGE OF RHODE ISLAND,200,1,,,,
IYRS SCHOOL OF TECHNOLOGY & TRADES,200,1,,,,
JOHNSON & WALES UNIVERSITY,"HTTPSConnectionPool(host='www.jwu.edu', port=443): Max retries exceeded with url: /caresact/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)')))",0,0,,,
MICHAEL K. GALVIN BEAUTY & BUSINESS ACADEMY,"HTTPSConnectionPool(host='mkgacademy.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'mkgacademy.edu' doesn't match either of 'worldsecuresystems.com', '*.businesscatalyst.com', '*.worldsecuresystems.com', 'businesscatalyst.com'"")))",0,0,,,
NEW ENGLAND INSTITUTE OF TECHNOLOGY,200,1,,,,
NEW ENGLAND TRACTOR TRAILER TRAINING OF MASS INC,403,0,0,,,
PROVIDENCE COLLEGE,200,1,,,,
RHODE ISLAND COLLEGE,404,0,0,,,
RHODE ISLAND SCHOOL OF DESIGN,200,1,,,,
ROGER WILLIAMS UNIVERSITY,200,1,,,,
SALVE REGINA UNIVERSITY,200,1,,,,
TONI & GUY HAIRDRESSING ACADEMY,"HTTPSConnectionPool(host='www.rhodeisland.toniguy.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000020B50CB02E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))",0,0,,,
UNIVERSITY OF RHODE ISLAND,403,0,0,,,
ACADEMY FOR CAREERS AND TECHNOLOGY,200,1,,,,
"ACADEMY OF HAIR TECHNOLOGY, LLP",406,0,0,,,
AIKEN TECHNICAL COLLEGE,200,1,,,,
ALLEN UNIVERSITY,200,1,,,,
ANDERSON UNIVERSITY,200,1,,,,
ANGELA B MORRISON,"HTTPSConnectionPool(host='www.ascandb.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'www.ascandb.com' doesn't match either of 'shortener.secureserver.net', 'www.shortener.secureserver.net'"")))",0,0,,,
"ARCLABS, LLC",200,1,,,,
BARBER TECH ACADEMY LLC,200,1,,,,
BENEDICT COLLEGE,200,1,,,,
BOB JONES UNIVERSITY,200,1,,,,
B-UNIQUE BEAUTY & BARBER ACADEMY,200,1,,,,
CENTRAL CAROLINA TECHNICAL COLLEGE,200,1,,,,
CHARLESTON COSMETOLOGY INSTITUTESS,"HTTPSConnectionPool(host='www.charlestoncosmetology.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
CHARLESTON SCHOOL OF LAW,200,1,,,,
CHARLESTON SOUTHERN UNIVERSITY,200,1,,,,
"CHARZANNE BEAUTY COLLEGE, INC","HTTPSConnectionPool(host='charzannebeautycollege.com', port=443): Max retries exceeded with url: /Charzanne_Beauty_College/COVID-19_Resource_Page.html (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1125)')))",0,0,,,
CLAFLIN UNIVERISTY,200,1,,,,
CLEMSON UNIVERSITY,200,1,,,,
CLINTON COLLEGE,200,1,,,,
COASTAL CAROLINA UNIVERSITY,200,1,,,,
COKER UNIVERSITY,403,0,0,,,
COLLEGE OF CHARLESTON,Invalid URL 'https://': No host supplied,0,0,,,
COLUMBIA INTERNATIONAL UNIVERSITY,200,1,,,,
CONSTRUCTION TRAINING CENTER,200,1,,,,
CONVERSE COLLEGE,403,0,0,,,
DENMARK TECHNICAL COLLEGE,200,1,,,,
ERSKINE COLLEGE,Invalid URL 'https://': No host supplied,0,0,,,
FLORENCE-DARLINGTON TECHNICAL COLLEGE,200,1,,,,
FORREST COLLEGE,200,1,,,,
FRANCIS MARION UNIVERSITY,200,1,,,,
FURMAN UNIVERSITY,403,0,0,,,
GREENVILLE TECHNICAL COLLEGE,200,1,,,,
HORRY-GEORGETOWN TECHNICAL COLLEGE,200,1,,,,
"INTERNATIONAL DIVING INSTITUTE, LLC",403,0,0,,,
"JO JO, INC. OF MYRTLE BEACH",200,1,,,,
"KENNETH SHULER'S SCHOOL OF COSMETOLOGY, INC.",200,1,,,,
LANDER UNIVERSITY,200,1,,,,
"LEGRAND INSTITUTE OF COSMETOLOGY, INC.","HTTPSConnectionPool(host='www.legrandinstitute.com', port=443): Max retries exceeded with url: /covid.php (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B51D393A0>, 'Connection to www.legrandinstitute.com timed out. (connect timeout=15)'))",0,0,,,
LIMESTONE COLLEGE,200,1,,,,
MEDICAL UNIVERSITY OF SOUTH CAROLINA,200,1,,,,
MIDLANDS TECHNICAL COLLEGE,200,1,,,,
MORRIS COLLEGE,200,1,,,,
NEWBERRY COLLEGE,200,1,,,,
NORTH GREENVILLE UNIVERSITY,403,0,0,,,
NORTHEASTERN TECHNICAL COLLEGE,"HTTPSConnectionPool(host='www.netc.edu', port=443): Max retries exceeded with url: /news_article.php?NETC-Coronavirus-Updates-and-Actions-436 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000020B51D15B50>, 'Connection to www.netc.edu timed out. (connect timeout=15)'))",0,0,,,
ORANGEBURG-CALHOUN TECHNICAL COLLEGE,200,1,,,,
"PALMETTO BEAUTY SCHOOL, INC.",404,0,0,,,
PIEDMONT TECHNICAL COLLEGE,200,1,,,,
"PMSC COLUMBIA, LLC",200,1,,,,
PRESBYTERIAN COLLEGE,403,0,0,,,
"SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC, INC.",403,0,0,,,
SOUTH CAROLINA STATE UNIVERSITY,200,1,,,,
SOUTHEASTERN ESTHETICS INSTITUTE,200,1,,,,
SOUTHERN WESLEYAN UNIVERSITY,200,1,,,,
SPARTANBURG COMMUNITY COLLEGE,200,1,,,,
SPARTANBURG METHODIST COLLEGE,403,0,0,,,
